Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2020-10-28,Men,A compelling story about adventure.,45.502465,24121,5.3,en,"Mystery, Music",https://image.tmdb.org/t/p/original/47376.jpg
1994-08-14,Black Panther: Wakanda Forever,A compelling story about adventure.,46.135489,15272,7.0,de,"Crime, Music",https://image.tmdb.org/t/p/original/76368.jpg
2002-12-23,Bardo 3,A compelling story about adventure.,20.053398,28077,6.5,en,"Thriller, War, Science Fiction",https://image.tmdb.org/t/p/original/84833.jpg
2014-08-13,Time,A compelling story about survival.,8.28093,21674,5.5,ko,Horror,https://image.tmdb.org/t/p/original/39791.jpg
2005-03-21,"Quo Vadis, Aida?",A compelling story about discovery.,8.591352,28842,6.1,es,Mystery,https://image.tmdb.org/t/p/original/94746.jpg
1990-02-25,The Suicide Squad,A compelling story about friendship.,25.889309,17264,5.9,en,"Family, Crime, Action",https://image.tmdb.org/t/p/original/63583.jpg
2017-04-06,Drive My Car 3,A compelling story about survival.,45.481947,3209,7.4,es,Documentary,https://image.tmdb.org/t/p/original/84760.jpg
2023-08-02,The Zone of Interest,A compelling story about family.,43.622651,18139,7.0,en,"Comedy, Animation",https://image.tmdb.org/t/p/original/76319.jpg
2005-02-15,Sound of Metal,A compelling story about love.,30.271244,5280,3.6,en,Animation,https://image.tmdb.org/t/p/original/12032.jpg
1998-08-22,The Fabelmans,A compelling story about love.,20.546214,25029,8.5,en,"Adventure, Western, Crime",https://image.tmdb.org/t/p/original/26837.jpg
2023-09-20,Men 2,A compelling story about discovery.,1.757835,22280,5.9,en,Fantasy,https://image.tmdb.org/t/p/original/31880.jpg
2010-08-20,The Gentlemen,A compelling story about war.,3.525884,21984,8.3,en,"TV Movie, Adventure, War",https://image.tmdb.org/t/p/original/54043.jpg
2022-07-27,Passages,A compelling story about justice.,45.76461,12760,7.1,en,"War, Fantasy, Science Fiction",https://image.tmdb.org/t/p/original/16053.jpg
2018-03-24,Inside the Yellow Cocoon Shell 5,A compelling story about friendship.,18.649879,7907,6.5,en,"Horror, Western, Music",https://image.tmdb.org/t/p/original/83735.jpg
2020-08-09,Doctor Strange in the Multiverse of Madness,A compelling story about discovery.,0.184792,8674,6.1,en,"Thriller, Family",https://image.tmdb.org/t/p/original/23805.jpg
2005-11-09,Knives Out 5,A compelling story about justice.,2.139938,14902,9.5,it,"Drama, Crime",https://image.tmdb.org/t/p/original/38419.jpg
2023-08-21,Corsage,A compelling story about justice.,21.783248,8281,5.9,en,"Documentary, Family, Animation",https://image.tmdb.org/t/p/original/58964.jpg
2005-05-15,Pain and Glory,A compelling story about love.,0.101489,5168,5.4,en,Crime,https://image.tmdb.org/t/p/original/96614.jpg
1994-12-10,News of the World,A compelling story about war.,3.506316,24825,5.5,en,"Animation, War, Family",https://image.tmdb.org/t/p/original/71226.jpg
2005-05-11,The Fabelmans 5,A compelling story about family.,15.913957,12854,6.2,en,"Mystery, Fantasy",https://image.tmdb.org/t/p/original/96462.jpg
2010-09-03,Carol,A compelling story about family.,23.546306,599,6.2,hi,"TV Movie, Family, Music",https://image.tmdb.org/t/p/original/83658.jpg
1998-03-08,Time 3,A compelling story about adventure.,21.10883,9562,7.4,fr,"TV Movie, Action, Western",https://image.tmdb.org/t/p/original/21979.jpg
2014-12-05,Speak No Evil,A compelling story about discovery.,5.078997,16277,7.1,ja,"Mystery, TV Movie",https://image.tmdb.org/t/p/original/38215.jpg
2003-02-14,First Cow,A compelling story about survival.,24.908346,18278,7.1,en,"Drama, Crime",https://image.tmdb.org/t/p/original/71595.jpg
2016-06-18,Glass Onion: A Knives Out Mystery,A compelling story about war.,5.416475,16169,5.9,es,"Science Fiction, Horror, TV Movie",https://image.tmdb.org/t/p/original/45036.jpg
2019-07-02,Brooklyn 3,A compelling story about war.,7.872698,14273,7.0,hi,"Horror, Romance",https://image.tmdb.org/t/p/original/33807.jpg
2003-07-13,Hillbilly Elegy,A compelling story about justice.,27.447151,5409,7.1,en,Thriller,https://image.tmdb.org/t/p/original/23896.jpg
1991-10-13,Babylon,A compelling story about adventure.,20.975476,29821,6.1,en,Drama,https://image.tmdb.org/t/p/original/49898.jpg
2020-01-12,Monster 5,A compelling story about discovery.,37.839122,26902,6.5,en,"Adventure, Crime",https://image.tmdb.org/t/p/original/20296.jpg
2009-07-28,Rocketman 5,A compelling story about war.,21.436266,29016,7.1,pt,"History, Mystery",https://image.tmdb.org/t/p/original/51513.jpg
2016-09-24,The Godfather,A compelling story about friendship.,16.800886,8513,6.5,en,"TV Movie, Fantasy, Music",https://image.tmdb.org/t/p/original/71647.jpg
2004-08-08,Top Gun: Maverick,A compelling story about love.,1.967141,1086,6.6,de,"War, Action, Adventure",https://image.tmdb.org/t/p/original/12979.jpg
2007-07-16,The Midnight Sky 4,A compelling story about survival.,9.168326,7245,7.9,en,"Mystery, Action",https://image.tmdb.org/t/p/original/84403.jpg
1991-07-11,Anatomy of a Fall,A compelling story about survival.,6.163203,23231,6.5,zh,"History, Science Fiction, TV Movie",https://image.tmdb.org/t/p/original/89229.jpg
2015-12-06,Living 5,A compelling story about friendship.,5.594004,16427,5.5,en,Adventure,https://image.tmdb.org/t/p/original/59089.jpg
2019-03-20,Riders of Justice,A compelling story about adventure.,72.246188,1851,4.6,ko,"Crime, Romance",https://image.tmdb.org/t/p/original/27351.jpg
1991-07-19,Phantom Thread,A compelling story about friendship.,9.98775,4491,6.3,zh,"Mystery, Horror",https://image.tmdb.org/t/p/original/26052.jpg
1991-02-21,Goodfellas 2,A compelling story about war.,44.521104,24834,5.8,en,"War, Western, Thriller",https://image.tmdb.org/t/p/original/17982.jpg
2017-03-28,Happening,A compelling story about family.,19.946688,1144,7.2,de,Fantasy,https://image.tmdb.org/t/p/original/44847.jpg
2019-03-02,The Post,A compelling story about discovery.,31.676505,23655,8.1,es,"History, Mystery",https://image.tmdb.org/t/p/original/62888.jpg
2006-07-11,Fight Club,A compelling story about war.,13.968706,21692,5.0,en,Animation,https://image.tmdb.org/t/p/original/10625.jpg
2003-08-11,Fight Club,A compelling story about adventure.,17.203118,29475,5.1,en,TV Movie,https://image.tmdb.org/t/p/original/54972.jpg
2011-07-09,Corsage,A compelling story about justice.,13.565869,13149,6.2,en,"Fantasy, Crime, Adventure",https://image.tmdb.org/t/p/original/91417.jpg
2016-05-27,Glass Onion: A Knives Out Mystery,A compelling story about love.,4.344298,23411,5.2,en,"Documentary, Science Fiction, History",https://image.tmdb.org/t/p/original/80296.jpg
1995-08-01,Herself 5,A compelling story about friendship.,25.635236,7781,5.9,pt,"Family, Adventure, TV Movie",https://image.tmdb.org/t/p/original/87766.jpg
1993-06-08,Manchester by the Sea,A compelling story about survival.,6.591547,8577,5.6,en,Animation,https://image.tmdb.org/t/p/original/84191.jpg
1994-11-02,Black Panther: Wakanda Forever,A compelling story about family.,0.49233,8925,5.0,it,Crime,https://image.tmdb.org/t/p/original/31490.jpg
1991-04-07,Once Upon a Time in Hollywood,A compelling story about war.,20.739376,13908,7.2,en,Documentary,https://image.tmdb.org/t/p/original/62998.jpg
1991-10-05,David Byrne's American Utopia,A compelling story about justice.,3.898671,1923,6.3,en,Horror,https://image.tmdb.org/t/p/original/25652.jpg
2005-03-16,Shang-Chi,A compelling story about adventure.,56.421663,4307,8.4,en,"Comedy, Crime, TV Movie",https://image.tmdb.org/t/p/original/24472.jpg
1997-10-07,Carol 5,A compelling story about family.,61.551248,27078,6.6,en,"Animation, Drama",https://image.tmdb.org/t/p/original/13199.jpg
2019-12-09,Judas and the Black Messiah,A compelling story about discovery.,49.270198,1952,7.7,en,"TV Movie, Fantasy",https://image.tmdb.org/t/p/original/98225.jpg
2013-03-20,If Beale Street Could Talk,A compelling story about war.,9.245748,20398,5.3,fr,Horror,https://image.tmdb.org/t/p/original/49084.jpg
1997-03-10,Oppenheimer,A compelling story about family.,0.311546,26930,5.3,en,"Comedy, Mystery",https://image.tmdb.org/t/p/original/48076.jpg
1996-10-01,Whiplash 2,A compelling story about war.,52.710469,17725,8.9,ja,"Horror, Documentary, Family",https://image.tmdb.org/t/p/original/73681.jpg
2009-10-22,The Quiet Girl 2,A compelling story about war.,11.178766,24284,5.5,en,"Action, Western",https://image.tmdb.org/t/p/original/97893.jpg
2014-07-23,Black Panther: Wakanda Forever 2,A compelling story about justice.,68.01684,20982,5.1,zh,"Science Fiction, Thriller, War",https://image.tmdb.org/t/p/original/64069.jpg
2002-02-19,Carol 5,A compelling story about war.,66.27471,347,4.8,it,"Animation, Adventure",https://image.tmdb.org/t/p/original/97683.jpg
2005-02-23,Compartment No. 6,A compelling story about war.,38.34774,14266,8.5,en,Drama,https://image.tmdb.org/t/p/original/24300.jpg
2009-11-20,All of Us Strangers,A compelling story about family.,6.975521,23460,5.9,en,Documentary,https://image.tmdb.org/t/p/original/47494.jpg
1997-10-26,The Promised Land,A compelling story about adventure.,9.725839,24207,6.7,en,"Romance, Action, Thriller",https://image.tmdb.org/t/p/original/85010.jpg
1992-06-18,Showing Up,A compelling story about love.,38.094533,10067,6.4,en,History,https://image.tmdb.org/t/p/original/44818.jpg
2017-11-12,Broker,A compelling story about love.,7.622925,27723,5.3,en,"TV Movie, History",https://image.tmdb.org/t/p/original/36161.jpg
1994-09-21,Judas and the Black Messiah,A compelling story about friendship.,3.714372,8993,5.8,hi,Documentary,https://image.tmdb.org/t/p/original/48673.jpg
2011-01-28,Saltburn 2,A compelling story about discovery.,16.27474,20005,7.2,en,"Science Fiction, Fantasy",https://image.tmdb.org/t/p/original/11716.jpg
2016-08-04,The Grand Budapest Hotel,A compelling story about love.,55.025869,16293,4.7,it,"History, Romance, Fantasy",https://image.tmdb.org/t/p/original/55520.jpg
2017-06-21,Women Talking,A compelling story about friendship.,23.816512,3710,7.0,en,"Family, Animation, Adventure",https://image.tmdb.org/t/p/original/18166.jpg
2019-12-05,"Quo Vadis, Aida? 3",A compelling story about adventure.,16.882247,26102,7.9,en,Crime,https://image.tmdb.org/t/p/original/20369.jpg
2017-03-24,Nomadland,A compelling story about friendship.,2.044564,12155,6.6,ja,Family,https://image.tmdb.org/t/p/original/40273.jpg
2023-11-09,BlacKkKlansman,A compelling story about friendship.,19.090614,6128,7.8,en,"Music, Fantasy, Family",https://image.tmdb.org/t/p/original/64434.jpg
2020-08-14,Anatomy of a Fall,A compelling story about friendship.,92.211395,23499,4.6,ko,"Romance, Thriller",https://image.tmdb.org/t/p/original/75588.jpg
2007-06-28,Drive My Car,A compelling story about love.,3.018412,29623,4.0,en,Adventure,https://image.tmdb.org/t/p/original/23229.jpg
2005-02-09,Uncut Gems,A compelling story about justice.,14.609906,28494,6.5,ko,"Music, War, Horror",https://image.tmdb.org/t/p/original/89055.jpg
2018-04-25,Possessor 3,A compelling story about war.,41.972173,2683,5.5,it,"Documentary, Animation, Romance",https://image.tmdb.org/t/p/original/50093.jpg
2019-10-20,Past Lives,A compelling story about justice.,27.000685,2132,7.3,fr,"Fantasy, Horror, Romance",https://image.tmdb.org/t/p/original/98809.jpg
2014-06-01,One Night in Miami,A compelling story about war.,23.881489,11987,5.8,ko,"Crime, Western, Fantasy",https://image.tmdb.org/t/p/original/96691.jpg
2021-06-06,Time,A compelling story about family.,24.245751,23476,6.4,en,Animation,https://image.tmdb.org/t/p/original/58600.jpg
2021-04-12,Borat Subsequent Moviefilm 3,A compelling story about friendship.,8.909847,8260,6.3,en,Animation,https://image.tmdb.org/t/p/original/69567.jpg
2006-06-09,Three Billboards Outside Ebbing Missouri,A compelling story about survival.,6.951242,27019,6.3,en,Music,https://image.tmdb.org/t/p/original/51247.jpg
2007-09-01,Killers of the Flower Moon,A compelling story about discovery.,33.14749,18456,5.5,en,"TV Movie, Western",https://image.tmdb.org/t/p/original/43730.jpg
2023-04-03,Inside the Yellow Cocoon Shell,A compelling story about war.,33.226564,17648,4.6,en,"TV Movie, Drama, Documentary",https://image.tmdb.org/t/p/original/57495.jpg
2005-12-14,If Beale Street Could Talk 3,A compelling story about war.,40.359001,3698,5.9,ko,"Drama, Action, Thriller",https://image.tmdb.org/t/p/original/32021.jpg
2021-09-25,Happening 3,A compelling story about survival.,48.892319,3758,7.9,en,"Comedy, Fantasy, Western",https://image.tmdb.org/t/p/original/38843.jpg
2005-12-16,Braveheart,A compelling story about adventure.,14.321865,6352,5.5,zh,Horror,https://image.tmdb.org/t/p/original/51408.jpg
2021-08-26,Pain and Glory,A compelling story about love.,13.923688,16285,5.5,zh,"Action, Romance",https://image.tmdb.org/t/p/original/58517.jpg
1991-02-10,Oppenheimer 4,A compelling story about love.,32.018999,13675,6.4,es,"Adventure, Science Fiction",https://image.tmdb.org/t/p/original/77190.jpg
2004-07-23,The Personal History of David Copperfield,A compelling story about adventure.,20.994381,4140,4.8,zh,"Documentary, History",https://image.tmdb.org/t/p/original/88896.jpg
2005-05-22,Avengers: Endgame,A compelling story about love.,24.211013,20651,7.4,it,"Horror, History",https://image.tmdb.org/t/p/original/71209.jpg
2013-08-18,Men,A compelling story about adventure.,31.772389,3039,4.9,en,"Thriller, Horror, Science Fiction",https://image.tmdb.org/t/p/original/26457.jpg
2023-06-14,Malcolm & Marie,A compelling story about war.,44.14647,19240,5.9,fr,Comedy,https://image.tmdb.org/t/p/original/86363.jpg
2011-06-23,Close 3,A compelling story about friendship.,8.249648,13192,9.2,fr,Comedy,https://image.tmdb.org/t/p/original/51388.jpg
2019-05-10,The Suicide Squad,A compelling story about friendship.,9.418736,25056,4.8,en,"Romance, TV Movie",https://image.tmdb.org/t/p/original/57845.jpg
2006-04-04,Corsage,A compelling story about war.,1.973921,4045,8.0,en,"Drama, Comedy",https://image.tmdb.org/t/p/original/10401.jpg
2002-06-04,Toy Story 4,A compelling story about adventure.,17.268281,15137,6.3,en,"Adventure, Crime, History",https://image.tmdb.org/t/p/original/55935.jpg
2001-04-07,Herself,A compelling story about adventure.,0.732082,2909,6.5,en,Mystery,https://image.tmdb.org/t/p/original/57810.jpg
2020-05-24,Titanic 4,A compelling story about adventure.,12.532139,9648,5.2,hi,"Horror, Romance",https://image.tmdb.org/t/p/original/29268.jpg
2023-10-10,Fight Club,A compelling story about war.,15.645892,20837,7.2,en,Western,https://image.tmdb.org/t/p/original/46744.jpg
1996-04-10,"Quo Vadis, Aida? 2",A compelling story about war.,6.752613,21183,5.8,en,"Romance, TV Movie",https://image.tmdb.org/t/p/original/18979.jpg
2004-06-06,Godzilla Minus One,A compelling story about discovery.,17.872651,13232,4.8,en,"Music, TV Movie",https://image.tmdb.org/t/p/original/22999.jpg
2009-01-23,A Star Is Born 4,A compelling story about discovery.,0.619501,17306,7.9,en,Comedy,https://image.tmdb.org/t/p/original/10419.jpg
1998-05-02,Drive My Car,A compelling story about survival.,0.76127,4252,5.7,en,Western,https://image.tmdb.org/t/p/original/78092.jpg
1993-09-10,Judas and the Black Messiah,A compelling story about friendship.,34.587027,23935,4.0,en,Drama,https://image.tmdb.org/t/p/original/73788.jpg
1998-11-28,David Byrne's American Utopia,A compelling story about survival.,8.9317,18105,5.9,hi,"War, Music",https://image.tmdb.org/t/p/original/94235.jpg
2021-02-28,Living 2,A compelling story about love.,2.717781,25260,7.2,en,"Thriller, Crime, Mystery",https://image.tmdb.org/t/p/original/21459.jpg
1990-10-10,Society of the Snow,A compelling story about adventure.,14.773072,1449,7.0,es,Documentary,https://image.tmdb.org/t/p/original/52518.jpg
2020-08-15,Crimes of the Future,A compelling story about discovery.,29.392959,27320,5.4,en,"Thriller, Music, Adventure",https://image.tmdb.org/t/p/original/50038.jpg
2011-03-02,First Cow,A compelling story about love.,4.86236,5623,5.0,zh,Thriller,https://image.tmdb.org/t/p/original/11365.jpg
2006-08-04,The Batman,A compelling story about love.,19.504392,20024,4.6,en,"Animation, Crime, Mystery",https://image.tmdb.org/t/p/original/90195.jpg
1994-07-16,Ex Machina,A compelling story about justice.,1.784221,5385,6.2,de,"Documentary, Comedy",https://image.tmdb.org/t/p/original/83935.jpg
1994-10-21,Uncut Gems 4,A compelling story about justice.,1.061302,23497,6.4,it,"Action, Documentary, Family",https://image.tmdb.org/t/p/original/32222.jpg
1993-03-05,Wild Rose,A compelling story about survival.,15.158179,8887,7.1,fr,"Science Fiction, Documentary, TV Movie",https://image.tmdb.org/t/p/original/32617.jpg
2009-02-08,Ford v Ferrari,A compelling story about friendship.,15.558209,25712,6.0,en,"Action, Thriller, Family",https://image.tmdb.org/t/p/original/90933.jpg
1997-09-25,Pieces of a Woman,A compelling story about love.,20.290749,20610,6.0,en,"Romance, History",https://image.tmdb.org/t/p/original/99790.jpg
2016-10-20,Knives Out,A compelling story about friendship.,25.899211,2476,5.9,en,"Thriller, Adventure, Mystery",https://image.tmdb.org/t/p/original/98130.jpg
